Applicant_ID,Sector_Preferences,Skills,Location_Preference,CGPA_or_Percentage_Normalized,Past_Participation_Encoded,Willingness_to_Relocate_Encoded,Preferred_Industry_Type_Corporate,Preferred_Industry_Type_MSME,Preferred_Industry_Type_PSU,Preferred_Industry_Type_Startup,Internship_Mode_Hybrid,Internship_Mode_In-person,Internship_Mode_Remote,Education_Level_Encoded
1381,Electrical; Software; Healthcare; Education,algorithms; circuit analysis; content creation; first aid; lab safety; lesson planning; patient care; teaching,Udaipur,0.1020,0,1,0,0,0,1,0,0,1,2
1382,Railway; Telecom; Software,docker; field work; oop; soil testing; supply chain; time management; writing,Gwalior,0.6000,1,1,0,1,0,0,0,1,0,2
1383,IT; Education,assessment; content creation; field work; java; problem solving; sql; time management,Hyderabad,0.7684,0,1,0,0,0,1,0,0,1,1
1384,IT; Railway; Automotive; Logistics,assembly; git; javascript; procurement; react; safety; signal systems,Gurugram,0.8200,1,1,1,0,0,0,0,0,1,3
1385,Banking; Railway; Manufacturing,audit; cam; cnc; customer service; documentation; excel; financial modeling; safety,Cuttack,0.2820,0,1,0,0,1,0,0,1,0,0
1386,Education; Railway; Finance; Logistics,assessment; audit; classroom management; gst; operations; routing; safety; time management,Bhopal,0.7474,0,1,1,0,0,0,0,0,1,3
1387,Telecom; Software; Railway; Finance,api design; communication; data structures; fiber splicing; networking; rf planning; teamwork; troubleshooting,Gaya,0.8526,0,1,0,1,0,0,0,0,1,3
1388,Healthcare; Electrical; IT; Logistics,biostatistics; circuit analysis; communication; git; presentation; react; record keeping; warehouse ops,Madurai,0.5360,1,1,1,0,0,0,0,0,1,1
1389,Logistics; Railway; Finance,project management; routing; tally; teamwork,Gaya,0.1789,0,0,0,0,1,0,0,0,1,3
1390,Finance; Education; Energy,audit; documentation; financial modeling; matlab; problem solving; time management; writing,Kolkata,0.8526,1,1,1,0,0,0,0,1,0,2
1391,Education; Automotive,cad; classroom management; drafting; legal research; presentation,Pune,0.3160,0,1,0,1,0,0,0,0,1,2
1392,Education; Banking; Software; E-commerce,accounting; cataloging; order management; problem solving,Jaipur,0.8316,0,1,1,0,0,0,0,0,1,4
1393,Software; Healthcare,algorithms; biostatistics; docker; first aid; lab techniques; ms excel; operations; time management,New Delhi,0.7400,0,0,0,1,0,0,0,1,0,3
1394,Automotive; Banking; Logistics; Railway,customer service; ms excel; presentation; procurement; safety; time management; writing,Coimbatore,0.9380,1,0,1,0,0,0,0,0,1,1
1395,Software; IT,api design; css; data structures; pharmacology; testing; time management,Mysuru,0.6000,0,1,0,1,0,0,1,0,0,3
1396,Energy; Education,communication; maintenance; ms excel; presentation; reporting; teamwork,Patna,0.2211,0,0,0,1,0,0,0,0,1,3
1397,IT; Logistics,figma; git; inventory; javascript,Bhubaneswar,0.7053,0,1,0,0,1,0,1,0,0,1
1398,Manufacturing; Finance; Energy,lesson planning; presentation; safety; tally,Kolkata,0.5160,1,1,1,0,0,0,0,1,0,2
1399,Logistics; Electrical; Railway,adobe xd; embedded; inventory; pcb design; safety,Hyderabad,0.3640,0,1,0,0,0,1,0,1,0,3
1400,Healthcare; Manufacturing,cad; lab techniques; presentation; record keeping; reporting; writing,Faridabad,0.7460,1,1,1,0,0,0,0,0,1,3
1401,Automotive; Education; Railway,assessment; basic life support; cad; classroom management; presentation; writing,Kanpur,0.8737,1,1,0,0,0,1,0,0,1,3
1402,Healthcare; Telecom; Finance; Automotive,accounting; assembly; gst; presentation; rf planning,Chandigarh,0.0737,1,1,0,0,1,0,0,0,1,3
1403,E-commerce; Automotive,cad; communication; supply chain; teamwork; vehicle diagnostics,Cuttack,0.7280,0,0,0,0,0,1,0,0,1,0
1404,Railway; Energy,maintenance; presentation; safety; soil testing; time management,Warangal,0.5040,0,1,1,0,0,0,0,1,0,3
1405,Logistics; Software,data structures; field work; ms excel; routing; supply chain; writing,Hyderabad,0.4737,0,0,0,0,0,1,1,0,0,2
1406,Railway; Automotive,assembly; cad; communication; maintenance; signal systems; supply chain; time management,Ludhiana,0.1420,1,1,0,0,0,1,0,1,0,3
1407,Logistics; Education; Electrical,data analysis; embedded; power systems; presentation; procurement; teamwork; warehouse ops; writing,Lucknow,0.3720,0,0,1,0,0,0,0,1,0,1
1408,Healthcare; E-commerce; Software,algorithms; biostatistics; data structures; record keeping,Bhubaneswar,0.1660,0,1,0,0,0,1,0,0,1,1
1409,Education; Logistics; Telecom; Automotive,routing; supply chain; vehicle diagnostics; warehouse ops,Lucknow,0.1840,1,1,1,0,0,0,0,0,1,4
1410,Education; IT; Banking,assessment; financial modeling; git; teaching,Bhubaneswar,0.0737,0,1,0,1,0,0,1,0,0,3
1411,Education; Railway; E-commerce,classroom management; presentation; signal systems; teamwork; time management,Madurai,0.4660,0,0,0,0,1,0,0,0,1,2
1412,IT; Banking; Healthcare,audit; linux; patient care; problem solving; writing,Warangal,0.5640,0,0,0,1,0,0,0,0,1,1
1413,Energy; Automotive,communication; operations; teamwork; vehicle diagnostics,Kochi,0.1000,1,0,0,0,1,0,0,0,1,1
1414,Automotive; Energy; Manufacturing; Banking,audit; cad; financial modeling; lean; maintenance; supply chain; teaching; vehicle diagnostics,Hyderabad,0.2600,0,1,0,0,0,1,0,1,0,3
1415,Finance; IT; Education; Railway,data analysis; java; problem solving; python; safety; signal systems; teamwork; writing,Pune,0.1120,0,1,0,0,0,1,0,1,0,1
1416,Manufacturing; Banking; Electrical,accounting; cam; operations; problem solving; reporting; teamwork; time management; writing,Patna,0.4480,0,0,0,0,0,1,0,1,0,3
1417,Railway; Manufacturing,cad; lean; market research; teamwork; time management; writing,Thiruvananthapuram,0.2000,1,1,0,0,1,0,1,0,0,2
1418,Electrical; Software; Education; Manufacturing,data structures; embedded; oop; power systems; problem solving; quality control; six sigma,Mysuru,0.1789,1,0,0,1,0,0,0,0,1,3
1419,Railway; Automotive,communication; problem solving; vehicle diagnostics; writing,Warangal,0.2842,1,0,0,0,0,1,1,0,0,3
1420,Education; Software; Railway; Energy,data structures; lesson planning; maintenance; operations; teamwork,Indore,0.6360,1,0,0,1,0,0,0,1,0,2
1421,Railway; E-commerce,cataloging; marketplace ops; presentation; problem solving; signal systems,Kolkata,0.9400,0,1,1,0,0,0,1,0,0,1
1422,IT; Railway; E-commerce; Banking,customer support; linux; presentation; safety; statistics,Vadodara,0.8737,1,1,0,1,0,0,0,0,1,3
1423,Software; IT,communication; data structures; java; linux; oop; python; writing,Patna,0.8240,0,0,0,0,1,0,1,0,0,2
1424,Telecom; Banking; Energy,communication; operations; presentation; problem solving; writing,Warangal,0.2160,1,0,1,0,0,0,0,0,1,2
1425,Manufacturing; Electrical; E-commerce,cam; customer support; six sigma; soldering; writing,Faridabad,0.3895,1,1,0,1,0,0,0,1,0,3
1426,Banking; Software; Manufacturing,api design; customer service; data structures; field work; financial modeling; oop; soil testing,Jaipur,0.1368,1,0,0,1,0,0,0,0,1,2
1427,Finance; Education; Energy,accounting; classroom management; communication; drafting; excel; financial modeling; maintenance; tally,Surat,0.4820,0,1,1,0,0,0,0,1,0,3
1428,Healthcare; Logistics,lab techniques; record keeping; routing; supply chain,New Delhi,0.7684,1,1,0,0,0,1,1,0,0,1
1429,Energy; Electrical,circuit analysis; lab safety; power systems; soldering,Warangal,0.9900,0,0,0,0,1,0,0,0,1,1
1430,Automotive; Energy,assembly; cad; power systems; teamwork; vehicle diagnostics,Bhopal,0.6640,0,1,0,0,1,0,0,0,1,3
1431,Finance; Electrical; Banking,accounting; audit; embedded; financial modeling; lesson planning; problem solving; tally; teaching,Hyderabad,0.9300,0,0,1,0,0,0,1,0,0,3
1432,Telecom; Education; Logistics,classroom management; lesson planning; rf planning; teamwork,Nagpur,0.6421,0,1,1,0,0,0,0,0,1,3
1433,Automotive; Finance; Logistics,gst; matlab; project management; supply chain; warehouse ops,Kanpur,0.2000,0,1,1,0,0,0,0,0,1,3
1434,Energy; IT,communication; css; html; operations,Lucknow,0.6140,1,1,1,0,0,0,0,1,0,1
1435,Finance; Electrical; Telecom,audit; communication; embedded; financial modeling; gst; networking; teamwork,Kolkata,0.7474,0,1,0,0,1,0,1,0,0,3
1436,Manufacturing; Healthcare; E-commerce,cataloging; gmp; patient care; record keeping; supply chain,Siliguri,0.5620,1,1,0,0,1,0,0,1,0,1
1437,Finance; Education; Electrical,circuit analysis; classroom management; gst; power systems; problem solving; teamwork,Bhopal,0.9460,1,1,0,1,0,0,0,1,0,3
1438,Manufacturing; Electrical; Railway,gmp; problem solving; safety; soldering; teamwork; time management,Mumbai,0.7880,0,1,1,0,0,0,1,0,0,3
1439,Software; Automotive,communication; data structures; supply chain; vehicle diagnostics,New Delhi,0.7040,0,1,0,0,0,1,1,0,0,1
1440,Electrical; Telecom; Manufacturing; Healthcare,cad; cam; circuit analysis; cnc; communication; record keeping; supply chain; teamwork,Faridabad,0.8947,0,0,0,0,0,1,1,0,0,3
1441,Logistics; Electrical; Manufacturing,cad; case analysis; communication; inventory; supply chain,Cuttack,0.3820,0,0,0,0,0,1,0,1,0,3
1442,Automotive; Software; Railway,api design; oop; presentation; writing,Mangaluru,0.2820,0,1,0,0,0,1,0,0,1,4
1443,Logistics; IT; Healthcare,html; inventory; javascript; problem solving; procurement; teamwork,Mumbai,0.2211,0,0,0,0,0,1,1,0,0,2
1444,IT; Software; Manufacturing,css; data structures; docker; html; javascript; linux; operations; presentation,Gwalior,0.1579,1,0,1,0,0,0,1,0,0,2
1445,Banking; Electrical; Healthcare,audit; case analysis; excel; legal research; pcb design; problem solving; record keeping; time management,Noida,0.0000,0,1,0,1,0,0,0,1,0,4
1446,E-commerce; Railway; Healthcare; Energy,cataloging; communication; lab techniques; order management; power systems; teamwork; writing,New Delhi,0.5200,0,0,0,0,1,0,0,0,1,3
1447,Logistics; Finance; Software,accounting; communication; data structures; financial modeling; gmp; inventory; problem solving; teamwork,Hyderabad,0.1400,1,0,1,0,0,0,0,0,1,2
1448,Healthcare; E-commerce; Manufacturing,biostatistics; communication; customer support; field work; quality control; record keeping; soil testing,Cuttack,0.7684,0,0,0,0,1,0,0,1,0,3
1449,Education; IT,assessment; case analysis; classroom management; drafting; lesson planning; linux; react; teamwork,Mangaluru,0.6800,0,1,0,0,1,0,0,1,0,3
1450,Manufacturing; Railway,autocad; documentation; operations; presentation; problem solving; quality control; safety; teamwork,Vadodara,0.8105,0,1,0,0,1,0,1,0,0,2
1451,E-commerce; Banking,customer service; financial modeling; ms excel; writing,Gurugram,0.1640,0,1,1,0,0,0,0,0,1,3
1452,Logistics; Electrical,content writing; power systems; presentation; soldering; teamwork; time management; warehouse ops; writing,Coimbatore,0.2000,0,0,0,0,1,0,0,0,1,2
1453,Telecom; Banking; IT; Railway,assessment; lesson planning; networking; presentation; signal systems,New Delhi,0.1460,0,0,0,0,1,0,0,1,0,3
1454,IT; Energy; E-commerce,communication; javascript; lab safety; maintenance; problem solving; teamwork,Kolkata,0.0440,1,0,0,0,0,1,1,0,0,1
1455,Banking; Energy,audit; operations; power systems; presentation; time management,Chandigarh,0.0180,0,1,0,0,0,1,0,0,1,3
1456,Logistics; IT,drafting; git; inventory; legal research; procurement; teamwork; time management; warehouse ops,Bhopal,0.8180,0,0,0,0,0,1,0,0,1,3
1457,IT; Telecom,communication; java; research; troubleshooting; writing,Siliguri,0.3040,1,1,0,0,1,0,0,0,1,3
1458,Healthcare; E-commerce; Electrical,circuit analysis; marketplace ops; pcb design; power systems; soldering; time management,Chennai,0.3100,1,0,0,0,1,0,0,1,0,1
1459,Energy; Electrical; Finance,communication; lesson planning; operations; presentation,Bengaluru,0.8620,1,0,0,1,0,0,0,1,0,3
1460,Healthcare; Telecom; Software; Railway,basic life support; docker; first aid; networking; presentation; safety; troubleshooting,Chandigarh,0.6000,0,1,0,0,1,0,1,0,0,2
1461,Electrical; IT; Education; Telecom,assessment; classroom management; documentation; power systems; python; teamwork; testing; time management,Chandigarh,0.1980,0,1,0,1,0,0,1,0,0,2
1462,Energy; Manufacturing; IT,operations; power systems; sql; testing,Pune,0.5220,0,1,1,0,0,0,1,0,0,0
1463,Energy; E-commerce; Banking; Healthcare,maintenance; patient care; power systems; record keeping,Warangal,0.1620,0,1,0,0,0,1,0,0,1,1
1464,Logistics; E-commerce; Education; Software,algorithms; autocad; data structures; matlab; problem solving; procurement; project management; routing,Kolkata,0.3660,0,0,0,1,0,0,1,0,0,1
1465,Healthcare; Automotive; Education; Logistics,routing; supply chain; teamwork; writing,Siliguri,0.5860,0,0,1,0,0,0,1,0,0,1
1466,Healthcare; Education,communication; first aid; presentation; teaching; time management; writing,Vadodara,0.2620,0,1,0,0,0,1,1,0,0,3
1467,Manufacturing; Telecom; Healthcare; IT,cad; html; lab techniques; lean; reporting,Gaya,0.3340,1,0,0,1,0,0,0,1,0,2
1468,IT; Software; Railway; Education,communication; css; data structures; documentation; java; lesson planning; signal systems; ui principles,Chennai,0.9620,0,1,0,0,1,0,0,0,1,0
1469,Telecom; IT,fiber splicing; java; rf planning; time management,Mysuru,0.0920,0,1,0,0,1,0,0,0,1,3
1470,IT; E-commerce; Healthcare; Electrical,communication; embedded; react; record keeping; soldering; teamwork; testing; writing,Ahmedabad,0.0300,0,1,1,0,0,0,0,0,1,1
1471,Energy; Logistics; IT; E-commerce,html; inventory; lesson planning; presentation; teamwork; warehouse ops,Indore,0.1820,0,1,0,0,1,0,0,1,0,1
1472,Education; Electrical; Finance; Railway,accounting; documentation; embedded; operations; presentation; problem solving; signal systems; soldering,Bhubaneswar,0.9480,1,0,1,0,0,0,0,1,0,4
1473,Software; Finance; Automotive,basic life support; financial modeling; lab safety; quality checks,Jodhpur,0.9100,0,0,0,1,0,0,1,0,0,2
1474,Railway; Manufacturing; Automotive,cnc; communication; documentation; problem solving; signal systems; six sigma; supply chain,Cuttack,0.4760,1,1,0,0,1,0,0,1,0,3
1475,Electrical; Energy; Software,algorithms; autocad; communication; documentation; pcb design; presentation; safety; soldering,Indore,1.0000,0,1,0,0,0,1,0,1,0,1
1476,Railway; E-commerce,accounting; cataloging; maintenance; market research; operations; order management; presentation,Kochi,0.8580,0,1,1,0,0,0,0,0,1,1
1477,Software; Electrical,api design; circuit analysis; communication; power systems; time management,Udaipur,0.4800,1,0,0,0,0,1,0,1,0,0
1478,Railway; Manufacturing,cam; documentation; presentation; reporting; teamwork,Siliguri,0.5500,0,1,1,0,0,0,0,0,1,1
1479,Automotive; Electrical; Logistics; IT,assembly; css; embedded; java; market research; ms excel; soldering; vehicle diagnostics,Mangaluru,0.3895,1,0,0,0,0,1,0,1,0,3
1480,Finance; Automotive; Telecom; Energy,fiber splicing; financial modeling; gst; operations; rf planning; teaching; troubleshooting,Nagpur,0.8947,0,0,1,0,0,0,0,1,0,2
1481,IT; Logistics; Banking; Education,lesson planning; problem solving; procurement; teaching,Patna,0.4737,0,0,0,0,0,1,1,0,0,3
1482,Banking; E-commerce,audit; communication; excel; financial modeling,Surat,0.7600,0,0,0,1,0,0,0,1,0,3
1483,Telecom; Education; Railway; IT,content creation; fiber splicing; figma; javascript; lesson planning; testing,Noida,0.4700,0,0,0,0,0,1,0,1,0,4
1484,Railway; Education; Manufacturing,communication; problem solving; safety; time management,Gwalior,0.0520,1,1,0,0,1,0,1,0,0,2
1485,Manufacturing; Energy; Telecom,data analysis; maintenance; power systems; presentation; problem solving; quality control; rf planning,Lucknow,0.5020,1,0,1,0,0,0,1,0,0,2
1486,Education; Telecom; Automotive,accounting; assembly; classroom management; communication; fiber splicing; lesson planning; market research,Lucknow,0.6500,1,1,1,0,0,0,0,1,0,3
1487,Healthcare; Education; Automotive,assessment; communication; gmp; presentation; qc; vehicle diagnostics,Madurai,0.2280,0,1,0,0,1,0,0,1,0,3
1488,Software; Finance; Banking,api design; communication; docker; gst; oop; presentation,Bhubaneswar,0.6360,0,1,0,0,1,0,0,1,0,1
1489,Electrical; IT; Telecom,css; fiber splicing; java; react,Madurai,0.0260,0,1,0,0,0,1,0,1,0,3
1490,E-commerce; Manufacturing,cam; cataloging; marketplace ops; time management,Chennai,0.6000,0,1,0,0,1,0,1,0,0,1
1491,IT; Energy,css; javascript; python; react,Mumbai,0.6560,1,0,0,0,1,0,1,0,0,3
1492,Education; Telecom,classroom management; lesson planning; presentation; time management,Bhubaneswar,0.3980,1,0,0,1,0,0,0,1,0,2
1493,Banking; Automotive; Education; Healthcare,content creation; content writing; design basics; financial modeling; first aid; lesson planning; supply chain,Hyderabad,0.6000,0,0,1,0,0,0,1,0,0,1
1494,Electrical; Healthcare; Telecom,biostatistics; communication; networking; problem solving; qc,Hyderabad,0.3060,0,0,0,0,1,0,0,0,1,1
1495,Logistics; Manufacturing,cad; lean; legal research; supply chain; teamwork; time management,Siliguri,0.1158,0,1,0,1,0,0,0,0,1,1
1496,Education; Healthcare; Railway; Electrical,assessment; biostatistics; circuit analysis; operations,Ahmedabad,0.6421,0,0,0,0,0,1,1,0,0,1
1497,Healthcare; Telecom; Energy; Manufacturing,assessment; cad; first aid; patient care; problem solving; quality control; six sigma; teaching,Madurai,0.9940,0,1,0,0,0,1,1,0,0,3
1498,Healthcare; Logistics,communication; first aid; lab techniques; presentation; problem solving; procurement; record keeping; routing,Gurugram,0.3340,0,0,1,0,0,0,0,1,0,3
1499,Railway; Software; Finance,audit; data structures; excel; operations; presentation; problem solving; signal systems; writing,Gaya,0.6960,0,1,0,1,0,0,0,0,1,2
1500,Telecom; Energy,drafting; fiber splicing; maintenance; networking; rf planning; troubleshooting; writing,Gurugram,0.5140,0,0,0,1,0,0,0,0,1,1
1501,Manufacturing; E-commerce; Logistics,presentation; procurement; six sigma; teamwork,Jodhpur,0.7263,0,1,0,1,0,0,1,0,0,3
1502,Software; Energy; E-commerce; Automotive,algorithms; field work; marketplace ops; oop; teamwork,Udaipur,0.6040,1,1,0,1,0,0,0,1,0,3
1503,Finance; IT,css; linux; teamwork; time management,Jaipur,0.3895,1,1,1,0,0,0,0,1,0,4
1504,Automotive; IT; E-commerce; Education,assembly; content creation; data analysis; html; lesson planning; sql,Kanpur,0.7560,0,1,0,0,0,1,0,1,0,1
1505,Electrical; Railway; E-commerce,documentation; maintenance; operations; pcb design; safety; statistics,Cuttack,0.6060,1,1,1,0,0,0,1,0,0,1
1506,Banking; Logistics,accounting; presentation; procurement; time management; warehouse ops,Lucknow,0.3140,0,1,0,0,1,0,0,1,0,3
1507,Telecom; Healthcare,basic life support; biostatistics; documentation; lab safety; patient care; time management,Kozhikode,0.8105,0,1,0,0,1,0,1,0,0,3
1508,Manufacturing; Automotive,autocad; communication; lean; matlab; problem solving; quality checks; supply chain; teamwork,Cuttack,0.1158,0,0,0,0,1,0,0,1,0,1
1509,E-commerce; Software; IT,api design; communication; docker; html; javascript; linux; marketplace ops; react,Udaipur,0.7480,1,0,0,0,1,0,1,0,0,3
1510,E-commerce; Energy,cataloging; problem solving; safety; time management; writing,Kozhikode,0.5240,0,1,1,0,0,0,0,1,0,3
1511,Energy; Manufacturing,communication; lean; operations; time management; ui principles; writing,Patna,0.4526,1,1,0,0,1,0,0,0,1,2
1512,Railway; Healthcare; Electrical; Energy,embedded; operations; patient care; presentation; problem solving; record keeping; teamwork,Vadodara,0.5300,1,0,0,0,0,1,1,0,0,1
1513,Manufacturing; Telecom; Automotive,problem solving; quality checks; supply chain; time management; writing,Faridabad,0.9880,0,1,0,0,1,0,0,0,1,1
1514,Finance; Software; Telecom; Logistics,algorithms; api design; basic life support; gst; ms excel; networking; troubleshooting; writing,Chennai,0.8316,0,1,0,0,1,0,0,1,0,1
1515,Banking; Healthcare; Manufacturing; Energy,cnc; lean; operations; patient care; teamwork,Madurai,0.4600,0,0,1,0,0,0,1,0,0,2
1516,IT; Electrical; Logistics; Education,figma; power systems; python; react; testing; warehouse ops,Thiruvananthapuram,0.9660,1,1,1,0,0,0,1,0,0,3
1517,Manufacturing; Software; Electrical; Logistics,algorithms; cad; cnc; data structures; presentation; problem solving; soldering; time management,Cuttack,0.7860,1,0,0,0,1,0,1,0,0,2
1518,Education; Healthcare; Finance; Telecom,classroom management; communication; lab techniques; matlab; project management; record keeping; tally,Siliguri,0.7980,1,0,1,0,0,0,0,0,1,3
1519,Banking; Finance; Electrical,accounting; data analysis; excel; financial modeling; problem solving; soldering,Pune,0.7474,0,1,1,0,0,0,1,0,0,2
1520,Railway; Software,docker; maintenance; ms excel; operations; reporting,Mysuru,0.9680,0,0,1,0,0,0,0,1,0,2
1521,E-commerce; Education; Software; IT,api design; assessment; git; reporting; teamwork,Patna,0.6340,0,1,1,0,0,0,1,0,0,2
1522,Finance; IT,accounting; excel; financial modeling; git; problem solving; testing; time management; writing,Gaya,0.7263,0,0,0,1,0,0,1,0,0,2
1523,Manufacturing; Telecom,cad; cnc; communication; lean; networking; problem solving; six sigma; writing,Bhubaneswar,0.8316,1,1,1,0,0,0,0,0,1,2
1524,Energy; Finance; E-commerce,communication; financial modeling; market research; problem solving; time management; writing,Siliguri,0.1158,1,1,0,1,0,0,0,1,0,3
1525,IT; Education; Software,content writing; git; problem solving; research; teaching; teamwork,Kolkata,0.4947,0,1,1,0,0,0,0,0,1,2
1526,Banking; Finance; Manufacturing; Healthcare,excel; lab techniques; lean; record keeping; teamwork,Indore,0.7895,0,1,0,0,1,0,0,0,1,3
1527,E-commerce; Manufacturing; IT; Logistics,problem solving; procurement; qc; teamwork,Jodhpur,0.9368,0,0,0,0,1,0,0,1,0,4
1528,Manufacturing; Logistics; Energy; E-commerce,documentation; inventory; marketplace ops; ms excel; operations; six sigma; supply chain,Patna,0.3684,1,0,0,0,0,1,0,0,1,3
1529,Electrical; Automotive; Healthcare,accounting; first aid; pcb design; record keeping; soldering; teamwork; time management; vehicle diagnostics,Warangal,0.5260,1,0,0,1,0,0,0,0,1,2
1530,Banking; Energy; Finance,communication; documentation; presentation; problem solving; safety; time management,Ahmedabad,0.0520,0,1,0,0,1,0,0,1,0,4
1531,Railway; Telecom; Education,assessment; content creation; documentation; gmp; signal systems; troubleshooting,Gaya,0.1020,0,0,0,0,0,1,0,0,1,3
1532,Banking; Finance,audit; customer service; presentation; writing,Surat,0.5368,0,1,1,0,0,0,0,0,1,3
1533,Education; Energy; Healthcare; Banking,accounting; documentation; first aid; patient care; record keeping,Coimbatore,0.7895,0,1,0,1,0,0,0,0,1,3
1534,IT; E-commerce,communication; customer support; field work; java; python; time management,Kozhikode,0.2840,0,0,1,0,0,0,1,0,0,1
1535,Telecom; Electrical; IT,drafting; fiber splicing; javascript; python; teamwork; troubleshooting,Chandigarh,0.8316,0,1,0,1,0,0,0,0,1,3
1536,Railway; Automotive; Healthcare; Logistics,autocad; biostatistics; lab techniques; problem solving; time management; vehicle diagnostics; warehouse ops,New Delhi,0.3474,0,1,1,0,0,0,0,0,1,3
1537,Manufacturing; Logistics; Healthcare; Banking,customer service; first aid; lean; ms excel; procurement; time management,New Delhi,0.9368,0,1,0,0,1,0,0,1,0,2
1538,E-commerce; Automotive,communication; marketplace ops; ms excel; vehicle diagnostics,Jodhpur,0.0947,0,1,0,0,1,0,0,0,1,3
1539,Energy; Education; Railway; E-commerce,classroom management; customer support; drafting; safety; signal systems,Nagpur,0.2480,0,0,0,0,0,1,0,1,0,1
1540,Manufacturing; Banking; Energy; Software,api design; presentation; supply chain; teamwork,Surat,0.8737,1,0,0,0,0,1,0,1,0,2
1541,Software; Healthcare,communication; data structures; first aid; oop; writing,Gurugram,0.0500,0,1,0,0,0,1,0,0,1,3
1542,Education; Logistics,content creation; inventory; lab techniques; presentation; writing,Siliguri,0.2632,0,1,1,0,0,0,1,0,0,1
1543,Energy; Healthcare; Education; Electrical,circuit analysis; content creation; lesson planning; patient care; record keeping; writing,Gurugram,0.4737,1,1,0,0,1,0,0,0,1,3
1544,Electrical; Energy,data analysis; power systems; presentation; problem solving; safety; soldering,Madurai,0.1158,0,1,0,0,1,0,0,1,0,1
1545,IT; Software; Banking; Finance,javascript; python; react; time management,Cuttack,0.6140,0,1,0,0,1,0,1,0,0,3
1546,Telecom; E-commerce; IT,fiber splicing; html; java; order management; problem solving; troubleshooting; writing,Patna,0.6600,1,1,0,0,1,0,1,0,0,1
1547,Automotive; IT; Energy,javascript; linux; operations; python; statistics,Kozhikode,0.3263,0,1,1,0,0,0,0,0,1,0
1548,IT; Telecom,presentation; python; qc; testing; writing,Kozhikode,0.8700,0,0,1,0,0,0,0,1,0,1
1549,IT; Finance; E-commerce; Automotive,presentation; python; time management; vehicle diagnostics,Mangaluru,0.5860,1,0,0,1,0,0,0,1,0,1
1550,E-commerce; Automotive; Railway; Finance,cad; quality checks; signal systems; supply chain; writing,Surat,0.5158,0,0,0,0,1,0,0,1,0,1
1551,Education; Healthcare,accounting; biostatistics; communication; first aid; record keeping; writing,Mysuru,0.4526,0,1,0,1,0,0,0,0,1,4
1552,Electrical; Education; Telecom,assessment; communication; documentation; lesson planning; pcb design; troubleshooting,Ludhiana,0.2640,0,1,0,0,1,0,1,0,0,1
1553,Manufacturing; Logistics; Electrical; Software,cam; inventory; pcb design; procurement; six sigma,Nagpur,0.1360,0,1,0,0,0,1,0,0,1,3
1554,Education; IT; Electrical; Railway,communication; embedded; git; lab safety; operations; problem solving; react; safety,Pune,0.7880,1,1,0,1,0,0,0,0,1,3
1555,Electrical; Education; Automotive; Telecom,classroom management; networking; presentation; rf planning; soil testing,Chandigarh,0.9520,0,0,0,0,0,1,0,1,0,0
1556,Software; Automotive; Banking,accounting; audit; field work; writing,Thiruvananthapuram,0.5789,1,0,1,0,0,0,0,0,1,1
1557,E-commerce; Automotive; Railway,communication; documentation; order management; research,Bengaluru,0.5158,0,1,1,0,0,0,1,0,0,2
1558,Software; Healthcare; Education,api design; biostatistics; communication; content creation,Patna,0.7160,0,0,0,0,1,0,0,1,0,0
1559,Finance; Healthcare,assessment; communication; first aid; gst; lab techniques; presentation,Warangal,0.9500,0,1,0,0,0,1,0,1,0,1
1560,Automotive; E-commerce; Logistics; Healthcare,adobe xd; assembly; customer support; inventory; presentation; quality checks; routing,Chandigarh,0.2360,1,0,0,1,0,0,1,0,0,3
1561,Education; Railway; Automotive; E-commerce,cad; customer support; lesson planning; marketplace ops; soil testing; time management,Mumbai,0.2340,0,0,0,0,1,0,0,0,1,1
1562,Telecom; Software,api design; communication; docker; networking; operations; teamwork; time management; writing,New Delhi,0.7280,0,1,0,1,0,0,0,0,1,1
1563,Software; Finance; Automotive,data structures; financial modeling; gst; lesson planning; presentation; teamwork; vehicle diagnostics,Jodhpur,0.7340,0,1,0,0,1,0,0,1,0,0
1564,Electrical; Education,assessment; classroom management; communication; ms excel; soldering,Ahmedabad,0.3474,1,1,0,0,0,1,0,0,1,3
1565,Telecom; Manufacturing,fiber splicing; lean; pharmacology; presentation; qc; rf planning; supply chain,Patna,0.3684,0,1,0,0,1,0,0,1,0,3
1566,Railway; Banking; Education,classroom management; content creation; customer service; excel; legal research; time management,Ahmedabad,0.8105,1,1,0,0,0,1,0,1,0,1
1567,Education; Finance; Railway; Software,communication; data structures; docker; lab safety; maintenance; teamwork,Chandigarh,0.9080,0,0,0,1,0,0,0,0,1,3
1568,E-commerce; Education; Banking,audit; communication; lesson planning; statistics; time management; writing,Patna,0.6842,0,1,0,0,0,1,0,1,0,2
1569,Automotive; Railway,maintenance; ms excel; operations; problem solving; reporting; teamwork; time management,Ahmedabad,0.8480,0,1,1,0,0,0,0,0,1,1
1570,Healthcare; Banking; E-commerce,accounting; communication; customer service; qc,New Delhi,0.8180,0,1,1,0,0,0,1,0,0,2
1571,IT; Logistics; Finance; Energy,audit; documentation; html; maintenance; ms excel; testing; warehouse ops,Nagpur,0.5368,0,1,0,0,0,1,1,0,0,2
1572,Railway; Banking; Manufacturing,audit; lean; problem solving; quality control,Gwalior,0.6000,1,0,0,0,1,0,0,0,1,1
